"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180242995169082,0.199664946889226,0.183322814128547,0.170725431034483,0.172145747800587,0.173180412371134,0.177551515151515,0.172851559633028,0.194667634854772,0.149366472303207
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186790998363339,0.200511787439614,0.213289301972686,0.186978633468442,0.177611206896552,0.177303812316716,0.174801620029455,0.182328242424242,0.178456146788991,0.193702766251729,0.167734402332362
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165942001130582,0.171876923076923,0.171901352657005,0.187993323216995,0.172946902142444,0.165711637931034,0.164322140762463,0.161691899852725,0.173193818181818,0.171842935779817,0.176610788381743,0.135732944606414
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178343746259725,0.172030186546071,0.173006464811784,0.1698038647343,0.194273975720789,0.173350260567458,0.164859482758621,0.167221700879765,0.167303092783505,0.173365696969697,0.167492844036697,0.172624619640387,0.136214577259475
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180164285714286,0.183334350688211,0.167387054833239,0.177635106382979,0.168994879227053,0.199228300455235,0.17567104806022,0.170999281609195,0.168245894428152,0.16260088365243,0.172220727272727,0.165613027522936,0.173233195020747,0.137293002915452
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158191554959786,0.180305047619048,0.176968880909635,0.167184058790277,0.16561620294599,0.164435169082126,0.191873672230652,0.172211522872032,0.16116867816092,0.162490029325513,0.162620324005891,0.17253503030303,0.170575596330275,0.172986721991701,0.130833527696793
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185619432684166,0.163555764075067,0.175564761904762,0.178794853381209,0.165972922555116,0.165585433715221,0.170415072463768,0.194129059180577,0.170639837869137,0.163434051724138,0.166773607038123,0.166168483063328,0.172768848484848,0.164035596330275,0.17233347164592,0.133802040816327
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19534307342922,0.191852963590178,0.163680361930295,0.178209904761905,0.182277917414722,0.163121368004522,0.170528887070376,0.172194396135266,0.198559939301973,0.175208338158657,0.168327729885057,0.168955865102639,0.167020029455081,0.175768848484848,0.164357798165138,0.178511479944675,0.145891836734694
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169415191740413,0.197137698713096,0.181971464860288,0.162749128686327,0.176247523809524,0.172713883901855,0.161273544375353,0.159012356792144,0.170144541062802,0.196932169954476,0.173351129125651,0.163236206896552,0.164309090909091,0.164146686303387,0.165919393939394,0.161161100917431,0.17881673582296,0.142755393586006
"20",NA,NA,NA,NA,NA,NA,NA,NA,0.162564051789794,0.167779203539823,0.197271158213475,0.180104276037257,0.160045844504021,0.173174,0.170333931777379,0.155271509327304,0.158364811783961,0.161069468599034,0.194278907435508,0.176022929936306,0.161956465517241,0.166788856304985,0.167470692194404,0.164022666666667,0.156137064220184,0.170852973720609,0.137745189504373
"21",NA,NA,NA,NA,NA,NA,NA,0.164298368298368,0.166304569687738,0.167697345132743,0.182966691900076,0.18643700254022,0.167831769436997,0.180163142857143,0.176830460801915,0.159067834934992,0.15765,0.176522512077295,0.19344559939302,0.174049449913144,0.169341666666667,0.164993988269795,0.162244035346097,0.164863515151515,0.156882568807339,0.166894744121715,0.141663848396501
"22",NA,NA,NA,NA,NA,NA,0.181261741741742,0.162187179487179,0.158979284082254,0.156289675516224,0.167256093868282,0.167794750211685,0.151711528150134,0.173307238095238,0.169190365050868,0.160630469191634,0.157475122749591,0.169348502415459,0.188384901365706,0.159588477127968,0.152524712643678,0.147241788856305,0.142774668630339,0.153487878787879,0.1447,0.138441217150761,0.116439067055394
"23",NA,NA,NA,NA,NA,0.175479054916986,0.178164504504505,0.157466666666667,0.149655902513328,0.150037020648968,0.15130991672975,0.161325952582557,0.145402815013405,0.172335238095238,0.167499461400359,0.158794516676088,0.154640916530278,0.157508792270531,0.172266236722307,0.144062999420961,0.136925574712644,0.131937683284457,0.129218851251841,0.140725818181818,0.132398348623853,0.124204011065007,0.0936947521865889
"24",NA,NA,NA,NA,0.170555495169082,0.183706449553001,0.172266906906907,0.147266783216783,0.13855133282559,0.145919026548673,0.153976078728236,0.15763966977138,0.145636327077748,0.171697904761905,0.17455236385398,0.166588750706614,0.160300327332242,0.14878115942029,0.162120030349014,0.144904632310365,0.148901149425287,0.141167448680352,0.121633873343152,0.139043393939394,0.127865688073395,0.116895159059474,0.0850527696793003
"25",NA,NA,NA,0.174362365963334,0.18551479468599,0.184518582375479,0.179524804804805,0.152896037296037,0.140945925361767,0.154981342182891,0.163595079485238,0.165071083827265,0.154856367292225,0.184165047619048,0.194180969479354,0.190515884680611,0.175056792144026,0.187063768115942,0.1854,0.161551708164447,0.155518534482759,0.146105571847507,0.133782179675994,0.142218424242424,0.134777798165138,0.133629045643154,0.110314868804665
"26",NA,NA,0.162012314098751,0.165800242130751,0.170965760869565,0.180306960408685,0.175843663663664,0.167530477855478,0.158736557501904,0.172017994100295,0.178477365632097,0.171350804403048,0.173308646112601,0.19017219047619,0.209180011968881,0.171179536461278,0.189560147299509,0.164387246376812,0.204317374810319,0.17921181239143,0.171030172413793,0.183858064516129,0.165117525773196,0.172154909090909,0.182896513761468,0.180430843706777,0.150253352769679
"27",NA,0.178642957746479,0.177886555621654,0.177191352473193,0.189145048309179,0.214968135376756,0.208832252252252,0.213608275058275,0.187408682406702,0.19785494100295,0.205314231642695,0.229065071972904,0.200248257372654,0.227670380952381,0.218114003590664,0.206914584511023,0.216820130932897,0.20962038647343,0.219249544764795,0.207002489866821,0.203709482758621,0.211729618768328,0.185990132547865,0.225557575757576,0.238486972477064,0.183953526970954,0.25554139941691
